Reaction Type,Category,,,Reaction Type,Animals,Science,Healthy Eating,Technology,Food
want,dogs,,,,,,,,
peeking,dogs,,,,,,,,
super love,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
super love,dogs,,,,,,,,
interested,dogs,,,,,,,,
peeking,dogs,,,,,,,,
interested,dogs,,,,,,,,
love,dogs,,,,,,,,
like,dogs,,,,,,,,
scared,dogs,,,,,,,,
cherish,dogs,,,,,,,,
cherish,public speaking,,,,,,,,
like,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
love,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
love,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
love,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
want,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
like,public speaking,,,,,,,,
love,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
want,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
intrigued,animals,,,,,,,,
intrigued,animals,,,,,,,,
dislike,animals,,,,,,,,
cherish,animals,,,,,,,,
heart,animals,,,,,,,,
adore,animals,,,,,,,,
hate,animals,,,,,,,,
super love,animals,,,,,,,,
disgust,animals,,,,,,,,
super love,animals,,,,,,,,
like,animals,,,,,,,,
scared,animals,,,,,,,,
super love,animals,,,,,,,,
super love,animals,,,,,,,,
dislike,animals,,,,,,,,
worried,animals,,,,,,,,
like,animals,,,,,,,,
peeking,animals,,,,,,,,
want,animals,,,,,,,,
disgust,animals,,,,,,,,
interested,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
heart,animals,,,,,,,,
adore,animals,,,,,,,,
heart,animals,,,,,,,,
cherish,animals,,,,,,,,
want,technology,,,,,,,,
heart,technology,,,,,,,,
like,technology,,,,,,,,
peeking,technology,,,,,,,,
super love,technology,,,,,,,,
cherish,technology,,,,,,,,
super love,technology,,,,,,,,
hate,technology,,,,,,,,
heart,technology,,,,,,,,
like,technology,,,,,,,,
cherish,technology,,,,,,,,
interested,cooking,,,,,,,,
heart,cooking,,,,,,,,
worried,cooking,,,,,,,,
want,cooking,,,,,,,,
want,cooking,,,,,,,,
want,cooking,,,,,,,,
worried,cooking,,,,,,,,
like,cooking,,,,,,,,
love,cooking,,,,,,,,
peeking,cooking,,,,,,,,
disgust,cooking,,,,,,,,
adore,cooking,,,,,,,,
worried,cooking,,,,,,,,
heart,cooking,,,,,,,,
dislike,cooking,,,,,,,,
hate,cooking,,,,,,,,
interested,cooking,,,,,,,,
worried,cooking,,,,,,,,
scared,cooking,,,,,,,,
dislike,cooking,,,,,,,,
dislike,cooking,,,,,,,,
adore,cooking,,,,,,,,
like,cooking,,,,,,,,
cherish,cooking,,,,,,,,
scared,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
peeking,cooking,,,,,,,,
like,cooking,,,,,,,,
worried,cooking,,,,,,,,
want,cooking,,,,,,,,
peeking,veganism,,,,,,,,
indifferent,technology,,,,,,,,
indifferent,technology,,,,,,,,
cherish,technology,,,,,,,,
dislike,technology,,,,,,,,
hate,technology,,,,,,,,
interested,technology,,,,,,,,
like,technology,,,,,,,,
adore,technology,,,,,,,,
adore,technology,,,,,,,,
cherish,technology,,,,,,,,
intrigued,technology,,,,,,,,
worried,technology,,,,,,,,
peeking,technology,,,,,,,,
want,technology,,,,,,,,
peeking,technology,,,,,,,,
like,technology,,,,,,,,
intrigued,technology,,,,,,,,
hate,technology,,,,,,,,
cherish,technology,,,,,,,,
scared,technology,,,,,,,,
interested,technology,,,,,,,,
heart,technology,,,,,,,,
adore,technology,,,,,,,,
indifferent,technology,,,,,,,,
scared,technology,,,,,,,,
heart,technology,,,,,,,,
indifferent,technology,,,,,,,,
dislike,education,,,,,,,,
interested,education,,,,,,,,
love,education,,,,,,,,
intrigued,education,,,,,,,,
peeking,education,,,,,,,,
indifferent,education,,,,,,,,
hate,education,,,,,,,,
peeking,education,,,,,,,,
indifferent,education,,,,,,,,
disgust,education,,,,,,,,
cherish,education,,,,,,,,
intrigued,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
interested,technology,,,,,,,,
love,technology,,,,,,,,
adore,technology,,,,,,,,
heart,technology,,,,,,,,
worried,technology,,,,,,,,
peeking,technology,,,,,,,,
disgust,technology,,,,,,,,
disgust,technology,,,,,,,,
love,technology,,,,,,,,
disgust,technology,,,,,,,,
like,technology,,,,,,,,
scared,technology,,,,,,,,
love,technology,,,,,,,,
peeking,technology,,,,,,,,
worried,technology,,,,,,,,
like,technology,,,,,,,,
disgust,technology,,,,,,,,
like,technology,,,,,,,,
super love,technology,,,,,,,,
like,technology,,,,,,,,
super love,technology,,,,,,,,
worried,technology,,,,,,,,
intrigued,technology,,,,,,,,
hate,technology,,,,,,,,
scared,technology,,,,,,,,
hate,technology,,,,,,,,
adore,technology,,,,,,,,
want,technology,,,,,,,,
interested,technology,,,,,,,,
love,technology,,,,,,,,
interested,technology,,,,,,,,
hate,technology,,,,,,,,
intrigued,technology,,,,,,,,
disgust,technology,,,,,,,,
disgust,technology,,,,,,,,
worried,technology,,,,,,,,
heart,technology,,,,,,,,
indifferent,technology,,,,,,,,
want,technology,,,,,,,,
worried,technology,,,,,,,,
indifferent,technology,,,,,,,,
disgust,technology,,,,,,,,
love,technology,,,,,,,,
love,technology,,,,,,,,
love,food,,,,,,,,
peeking,food,,,,,,,,
dislike,food,,,,,,,,
peeking,food,,,,,,,,
scared,food,,,,,,,,
scared,food,,,,,,,,
interested,food,,,,,,,,
cherish,food,,,,,,,,
heart,food,,,,,,,,
intrigued,food,,,,,,,,
disgust,food,,,,,,,,
intrigued,food,,,,,,,,
cherish,food,,,,,,,,
heart,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
interested,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
like,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
want,fitness,,,,,,,,
peeking,fitness,,,,,,,,
worried,fitness,,,,,,,,
like,fitness,,,,,,,,
worried,fitness,,,,,,,,
like,fitness,,,,,,,,
worried,fitness,,,,,,,,
hate,fitness,,,,,,,,
adore,fitness,,,,,,,,
hate,fitness,,,,,,,,
interested,fitness,,,,,,,,
interested,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
peeking,fitness,,,,,,,,
indifferent,science,,,,,,,,
scared,science,,,,,,,,
cherish,education,,,,,,,,
cherish,education,,,,,,,,
super love,education,,,,,,,,
interested,education,,,,,,,,
super love,education,,,,,,,,
disgust,education,,,,,,,,
peeking,education,,,,,,,,
want,education,,,,,,,,
cherish,education,,,,,,,,
intrigued,education,,,,,,,,
indifferent,education,,,,,,,,
like,education,,,,,,,,
indifferent,education,,,,,,,,
worried,education,,,,,,,,
love,education,,,,,,,,
heart,education,,,,,,,,
super love,education,,,,,,,,
hate,education,,,,,,,,
intrigued,education,,,,,,,,
like,education,,,,,,,,
love,education,,,,,,,,
love,education,,,,,,,,
cherish,education,,,,,,,,
hate,education,,,,,,,,
scared,education,,,,,,,,
intrigued,education,,,,,,,,
like,education,,,,,,,,
worried,education,,,,,,,,
intrigued,education,,,,,,,,
peeking,education,,,,,,,,
like,education,,,,,,,,
adore,education,,,,,,,,
love,education,,,,,,,,
hate,education,,,,,,,,
adore,education,,,,,,,,
interested,education,,,,,,,,
intrigued,education,,,,,,,,
dislike,education,,,,,,,,
hate,education,,,,,,,,
scared,education,,,,,,,,
heart,education,,,,,,,,
love,education,,,,,,,,
dislike,education,,,,,,,,
like,education,,,,,,,,
worried,education,,,,,,,,
love,technology,,,,,,,,
interested,technology,,,,,,,,
cherish,technology,,,,,,,,
peeking,technology,,,,,,,,
like,technology,,,,,,,,
disgust,technology,,,,,,,,
intrigued,technology,,,,,,,,
worried,technology,,,,,,,,
heart,technology,,,,,,,,
indifferent,technology,,,,,,,,
disgust,technology,,,,,,,,
want,technology,,,,,,,,
want,technology,,,,,,,,
interested,technology,,,,,,,,
interested,technology,,,,,,,,
love,technology,,,,,,,,
interested,technology,,,,,,,,
super love,technology,,,,,,,,
like,technology,,,,,,,,
intrigued,technology,,,,,,,,
heart,technology,,,,,,,,
disgust,technology,,,,,,,,
love,technology,,,,,,,,
hate,technology,,,,,,,,
adore,technology,,,,,,,,
worried,technology,,,,,,,,
cherish,technology,,,,,,,,
intrigued,technology,,,,,,,,
like,technology,,,,,,,,
intrigued,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
peeking,veganism,,,,,,,,
adore,veganism,,,,,,,,
interested,veganism,,,,,,,,
cherish,veganism,,,,,,,,
disgust,veganism,,,,,,,,
interested,veganism,,,,,,,,
love,veganism,,,,,,,,
hate,veganism,,,,,,,,
peeking,veganism,,,,,,,,
dislike,veganism,,,,,,,,
want,veganism,,,,,,,,
love,veganism,,,,,,,,
worried,veganism,,,,,,,,
heart,veganism,,,,,,,,
peeking,veganism,,,,,,,,
want,veganism,,,,,,,,
scared,veganism,,,,,,,,
super love,veganism,,,,,,,,
worried,veganism,,,,,,,,
scared,veganism,,,,,,,,
adore,veganism,,,,,,,,
scared,veganism,,,,,,,,
disgust,veganism,,,,,,,,
hate,veganism,,,,,,,,
love,veganism,,,,,,,,
peeking,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
scared,veganism,,,,,,,,
interested,veganism,,,,,,,,
want,veganism,,,,,,,,
love,veganism,,,,,,,,
super love,veganism,,,,,,,,
heart,veganism,,,,,,,,
want,veganism,,,,,,,,
peeking,veganism,,,,,,,,
worried,veganism,,,,,,,,
scared,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
super love,veganism,,,,,,,,
want,veganism,,,,,,,,
interested,culture,,,,,,,,
peeking,culture,,,,,,,,
indifferent,culture,,,,,,,,
cherish,culture,,,,,,,,
dislike,culture,,,,,,,,
peeking,culture,,,,,,,,
worried,Animals,,,,,,,,
interested,Animals,,,,,,,,
cherish,Animals,,,,,,,,
adore,Animals,,,,,,,,
heart,Animals,,,,,,,,
adore,Animals,,,,,,,,
want,Animals,,,,,,,,
like,Animals,,,,,,,,
disgust,Animals,,,,,,,,
peeking,Animals,,,,,,,,
super love,Animals,,,,,,,,
worried,Animals,,,,,,,,
adore,Animals,,,,,,,,
like,Animals,,,,,,,,
scared,Animals,,,,,,,,
like,Animals,,,,,,,,
indifferent,Animals,,,,,,,,
indifferent,Animals,,,,,,,,
scared,Animals,,,,,,,,
indifferent,Animals,,,,,,,,
want,Animals,,,,,,,,
love,Animals,,,,,,,,
scared,Animals,,,,,,,,
disgust,Animals,,,,,,,,
worried,animals,,,,,,,,
cherish,animals,,,,,,,,
love,animals,,,,,,,,
disgust,animals,,,,,,,,
love,animals,,,,,,,,
intrigued,animals,,,,,,,,
peeking,animals,,,,,,,,
heart,animals,,,,,,,,
dislike,animals,,,,,,,,
hate,animals,,,,,,,,
hate,animals,,,,,,,,
peeking,animals,,,,,,,,
adore,animals,,,,,,,,
hate,animals,,,,,,,,
peeking,animals,,,,,,,,
intrigued,animals,,,,,,,,
indifferent,animals,,,,,,,,
hate,animals,,,,,,,,
scared,animals,,,,,,,,
interested,animals,,,,,,,,
want,animals,,,,,,,,
super love,animals,,,,,,,,
disgust,animals,,,,,,,,
adore,animals,,,,,,,,
super love,animals,,,,,,,,
super love,animals,,,,,,,,
love,animals,,,,,,,,
cherish,animals,,,,,,,,
worried,animals,,,,,,,,
want,animals,,,,,,,,
adore,animals,,,,,,,,
dislike,animals,,,,,,,,
love,animals,,,,,,,,
super love,animals,,,,,,,,
indifferent,animals,,,,,,,,
like,animals,,,,,,,,
scared,animals,,,,,,,,
like,animals,,,,,,,,
scared,animals,,,,,,,,
disgust,animals,,,,,,,,
adore,animals,,,,,,,,
cherish,animals,,,,,,,,
cherish,animals,,,,,,,,
intrigued,animals,,,,,,,,
super love,animals,,,,,,,,
scared,technology,,,,,,,,
disgust,technology,,,,,,,,
cherish,technology,,,,,,,,
interested,technology,,,,,,,,
adore,technology,,,,,,,,
worried,technology,,,,,,,,
like,technology,,,,,,,,
super love,technology,,,,,,,,
adore,technology,,,,,,,,
want,food,,,,,,,,
interested,food,,,,,,,,
intrigued,food,,,,,,,,
love,food,,,,,,,,
adore,food,,,,,,,,
interested,food,,,,,,,,
scared,food,,,,,,,,
scared,food,,,,,,,,
dislike,food,,,,,,,,
heart,food,,,,,,,,
scared,food,,,,,,,,
indifferent,food,,,,,,,,
interested,food,,,,,,,,
want,food,,,,,,,,
cherish,food,,,,,,,,
dislike,food,,,,,,,,
dislike,food,,,,,,,,
cherish,food,,,,,,,,
disgust,food,,,,,,,,
intrigued,food,,,,,,,,
peeking,food,,,,,,,,
indifferent,food,,,,,,,,
heart,food,,,,,,,,
disgust,food,,,,,,,,
indifferent,food,,,,,,,,
love,food,,,,,,,,
peeking,food,,,,,,,,
scared,food,,,,,,,,
dislike,food,,,,,,,,
heart,food,,,,,,,,
cherish,food,,,,,,,,
peeking,food,,,,,,,,
worried,science,,,,,,,,
worried,science,,,,,,,,
heart,science,,,,,,,,
indifferent,science,,,,,,,,
want,science,,,,,,,,
disgust,travel,,,,,,,,
disgust,travel,,,,,,,,
peeking,travel,,,,,,,,
intrigued,travel,,,,,,,,
love,travel,,,,,,,,
dislike,travel,,,,,,,,
cherish,travel,,,,,,,,
like,travel,,,,,,,,
want,travel,,,,,,,,
love,travel,,,,,,,,
want,travel,,,,,,,,
hate,travel,,,,,,,,
cherish,travel,,,,,,,,
want,technology,,,,,,,,
super love,technology,,,,,,,,
interested,technology,,,,,,,,
want,technology,,,,,,,,
worried,technology,,,,,,,,
scared,technology,,,,,,,,
disgust,technology,,,,,,,,
indifferent,technology,,,,,,,,
want,technology,,,,,,,,
heart,technology,,,,,,,,
scared,technology,,,,,,,,
indifferent,technology,,,,,,,,
hate,technology,,,,,,,,
dislike,technology,,,,,,,,
disgust,technology,,,,,,,,
super love,technology,,,,,,,,
love,technology,,,,,,,,
love,technology,,,,,,,,
intrigued,technology,,,,,,,,
indifferent,technology,,,,,,,,
dislike,technology,,,,,,,,
adore,technology,,,,,,,,
peeking,technology,,,,,,,,
disgust,tennis,,,,,,,,
super love,tennis,,,,,,,,
heart,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
worried,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
hate,tennis,,,,,,,,
disgust,tennis,,,,,,,,
interested,tennis,,,,,,,,
heart,tennis,,,,,,,,
want,tennis,,,,,,,,
worried,tennis,,,,,,,,
like,tennis,,,,,,,,
peeking,tennis,,,,,,,,
dislike,tennis,,,,,,,,
adore,tennis,,,,,,,,
peeking,tennis,,,,,,,,
super love,tennis,,,,,,,,
want,tennis,,,,,,,,
interested,tennis,,,,,,,,
super love,tennis,,,,,,,,
disgust,tennis,,,,,,,,
hate,tennis,,,,,,,,
heart,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
heart,tennis,,,,,,,,
disgust,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
adore,tennis,,,,,,,,
interested,tennis,,,,,,,,
hate,tennis,,,,,,,,
worried,tennis,,,,,,,,
interested,tennis,,,,,,,,
dislike,tennis,,,,,,,,
peeking,tennis,,,,,,,,
want,public speaking,,,,,,,,
like,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
love,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
like,public speaking,,,,,,,,
love,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
like,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
like,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
scared,science,,,,,,,,
worried,science,,,,,,,,
indifferent,science,,,,,,,,
scared,science,,,,,,,,
worried,science,,,,,,,,
interested,science,,,,,,,,
peeking,science,,,,,,,,
adore,science,,,,,,,,
dislike,science,,,,,,,,
heart,science,,,,,,,,
dislike,science,,,,,,,,
cherish,science,,,,,,,,
dislike,science,,,,,,,,
cherish,science,,,,,,,,
love,science,,,,,,,,
hate,science,,,,,,,,
adore,science,,,,,,,,
want,science,,,,,,,,
want,science,,,,,,,,
peeking,science,,,,,,,,
intrigued,science,,,,,,,,
scared,science,,,,,,,,
interested,science,,,,,,,,
indifferent,science,,,,,,,,
want,science,,,,,,,,
love,science,,,,,,,,
adore,science,,,,,,,,
dislike,science,,,,,,,,
worried,science,,,,,,,,
indifferent,science,,,,,,,,
peeking,education,,,,,,,,
worried,education,,,,,,,,
dislike,education,,,,,,,,
heart,education,,,,,,,,
intrigued,education,,,,,,,,
peeking,education,,,,,,,,
intrigued,education,,,,,,,,
worried,studying,,,,,,,,
like,studying,,,,,,,,
cherish,studying,,,,,,,,
dislike,studying,,,,,,,,
love,studying,,,,,,,,
peeking,studying,,,,,,,,
super love,studying,,,,,,,,
dislike,studying,,,,,,,,
super love,studying,,,,,,,,
scared,studying,,,,,,,,
want,studying,,,,,,,,
worried,studying,,,,,,,,
want,studying,,,,,,,,
intrigued,studying,,,,,,,,
adore,studying,,,,,,,,
intrigued,studying,,,,,,,,
adore,studying,,,,,,,,
peeking,studying,,,,,,,,
indifferent,studying,,,,,,,,
love,studying,,,,,,,,
cherish,studying,,,,,,,,
disgust,studying,,,,,,,,
hate,studying,,,,,,,,
love,studying,,,,,,,,
worried,soccer,,,,,,,,
want,soccer,,,,,,,,
disgust,soccer,,,,,,,,
love,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
scared,soccer,,,,,,,,
adore,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
dislike,soccer,,,,,,,,
love,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
interested,soccer,,,,,,,,
like,soccer,,,,,,,,
super love,soccer,,,,,,,,
adore,soccer,,,,,,,,
like,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
scared,soccer,,,,,,,,
like,soccer,,,,,,,,
heart,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
hate,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
super love,soccer,,,,,,,,
worried,soccer,,,,,,,,
interested,soccer,,,,,,,,
scared,soccer,,,,,,,,
dislike,soccer,,,,,,,,
interested,soccer,,,,,,,,
dislike,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
worried,soccer,,,,,,,,
want,soccer,,,,,,,,
peeking,soccer,,,,,,,,
interested,soccer,,,,,,,,
want,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
peeking,soccer,,,,,,,,
heart,soccer,,,,,,,,
hate,soccer,,,,,,,,
adore,soccer,,,,,,,,
cherish,soccer,,,,,,,,
peeking,soccer,,,,,,,,
adore,soccer,,,,,,,,
interested,soccer,,,,,,,,
interested,soccer,,,,,,,,
intrigued,tennis,,,,,,,,
worried,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
love,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
heart,tennis,,,,,,,,
peeking,tennis,,,,,,,,
cherish,tennis,,,,,,,,
worried,tennis,,,,,,,,
love,food,,,,,,,,
adore,food,,,,,,,,
disgust,food,,,,,,,,
super love,food,,,,,,,,
interested,food,,,,,,,,
disgust,food,,,,,,,,
interested,food,,,,,,,,
interested,food,,,,,,,,
want,food,,,,,,,,
cherish,food,,,,,,,,
indifferent,animals,,,,,,,,
like,animals,,,,,,,,
scared,animals,,,,,,,,
cherish,animals,,,,,,,,
want,animals,,,,,,,,
adore,animals,,,,,,,,
peeking,animals,,,,,,,,
want,animals,,,,,,,,
love,animals,,,,,,,,
peeking,animals,,,,,,,,
dislike,animals,,,,,,,,
dislike,animals,,,,,,,,
heart,animals,,,,,,,,
want,animals,,,,,,,,
cherish,animals,,,,,,,,
heart,animals,,,,,,,,
want,animals,,,,,,,,
worried,animals,,,,,,,,
intrigued,animals,,,,,,,,
heart,animals,,,,,,,,
super love,dogs,,,,,,,,
like,dogs,,,,,,,,
peeking,dogs,,,,,,,,
peeking,dogs,,,,,,,,
adore,dogs,,,,,,,,
love,dogs,,,,,,,,
cherish,dogs,,,,,,,,
worried,dogs,,,,,,,,
peeking,dogs,,,,,,,,
cherish,dogs,,,,,,,,
peeking,dogs,,,,,,,,
cherish,dogs,,,,,,,,
dislike,dogs,,,,,,,,
worried,dogs,,,,,,,,
super love,dogs,,,,,,,,
like,dogs,,,,,,,,
cherish,dogs,,,,,,,,
scared,dogs,,,,,,,,
interested,dogs,,,,,,,,
scared,dogs,,,,,,,,
scared,dogs,,,,,,,,
cherish,dogs,,,,,,,,
peeking,dogs,,,,,,,,
interested,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
dislike,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
adore,soccer,,,,,,,,
want,soccer,,,,,,,,
adore,soccer,,,,,,,,
disgust,soccer,,,,,,,,
disgust,soccer,,,,,,,,
cherish,soccer,,,,,,,,
want,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
heart,soccer,,,,,,,,
disgust,soccer,,,,,,,,
dislike,soccer,,,,,,,,
love,soccer,,,,,,,,
love,soccer,,,,,,,,
cherish,soccer,,,,,,,,
heart,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
disgust,soccer,,,,,,,,
interested,soccer,,,,,,,,
want,soccer,,,,,,,,
heart,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
peeking,cooking,,,,,,,,
hate,cooking,,,,,,,,
dislike,cooking,,,,,,,,
heart,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
scared,cooking,,,,,,,,
love,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
interested,cooking,,,,,,,,
heart,cooking,,,,,,,,
want,cooking,,,,,,,,
worried,cooking,,,,,,,,
peeking,cooking,,,,,,,,
hate,cooking,,,,,,,,
dislike,cooking,,,,,,,,
dislike,cooking,,,,,,,,
super love,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
disgust,culture,,,,,,,,
disgust,culture,,,,,,,,
disgust,culture,,,,,,,,
adore,culture,,,,,,,,
peeking,culture,,,,,,,,
want,culture,,,,,,,,
love,culture,,,,,,,,
want,culture,,,,,,,,
like,culture,,,,,,,,
super love,culture,,,,,,,,
heart,culture,,,,,,,,
peeking,culture,,,,,,,,
hate,culture,,,,,,,,
adore,culture,,,,,,,,
worried,culture,,,,,,,,
heart,culture,,,,,,,,
hate,culture,,,,,,,,
intrigued,culture,,,,,,,,
hate,culture,,,,,,,,
want,culture,,,,,,,,
scared,culture,,,,,,,,
scared,culture,,,,,,,,
worried,culture,,,,,,,,
hate,culture,,,,,,,,
cherish,culture,,,,,,,,
disgust,culture,,,,,,,,
dislike,culture,,,,,,,,
worried,culture,,,,,,,,
like,culture,,,,,,,,
hate,culture,,,,,,,,
disgust,culture,,,,,,,,
peeking,culture,,,,,,,,
worried,culture,,,,,,,,
heart,culture,,,,,,,,
peeking,culture,,,,,,,,
disgust,culture,,,,,,,,
